date,regime,volatilite,courbe,tendance,credit,vix,hy_oas,spx,us10y,pente_2s10s
2026-09-11,MOYENNE / PLATE / HAUSSIERE / RESSERREMENT,MOYENNE,PLATE,HAUSSIERE,RESSERREMENT,17.84,2.7,7591.7,4.95,0.33
